Dataset,Model,Accuracy,Precision,Recall,F1-Score
bank.csv,ANN,0.8895027624309392,0.5263157894736842,0.38461538461538464,0.4444444444444444
bank-full.csv,ANN,0.9041247373659184,0.632088520055325,0.43194706994328924,0.5131948343627176
