Dataset,Model,Accuracy,Precision,Recall,F1-Score
bank.csv,Naïve Bayes,0.8298342541436464,0.32142857142857145,0.4326923076923077,0.36885245901639346
bank-full.csv,Naïve Bayes,0.8638726086475728,0.42821576763485475,0.4877126654064272,0.45603181617322136
