Dataset,Model,Accuracy,Precision,Recall,F1-Score
bank.csv,Decision Tree,0.8497237569060774,0.373015873015873,0.4519230769230769,0.40869565217391307
bank-full.csv,Decision Tree,0.8789118655313503,0.48298068077276907,0.4962192816635161,0.48951048951048953
