Dataset,Model,Accuracy,Precision,Recall,F1-Score
bank.csv,Random Forest,0.887292817679558,0.5208333333333334,0.2403846153846154,0.32894736842105265
bank-full.csv,Random Forest,0.9051199823067566,0.6612903225806451,0.387523629489603,0.48867699642431467
